Speech,Label
মোরগ পোলাও তে মাংসের সাইজ ছোট ২১৯ টাকা হিসেবে। পরের বার থেকে ঠিক করবি।,0
খাবারটা অসাধারণ মজার ছিলে,1
"অনেক বার এই খাবার টা অর্ডার করেছি। কিন্তু এই বারের মতো এতো জঘন্য কখনো হয়নি। রাইস টা সিদ্ধও হয়নি, শক্ত শক্ত ছিলো। আর রাইস টা সাদা সাদা ছিলো, খাবারের স্বাদ ও ভালো ছিলো না। আর যেখানে অর্ডার ১০ মিনিটের মধ্যে আসার কথা সেখানে অর্ডার আসতে সময় নেয় প্রায় এক ঘন্টা যেটা কোনো ভাবেই গ্রহণযোগ্য নয়।",0
"খুবই বাজে খাবার অর্ডার করলাম বাসমতী চিকেন দম বিরিয়ানি , দিলো ঝোল মাখা ভাত।চিটারি করছে",0
40 টাকায় কি chicken দিলেন ভাই।। সব হাড়।। তাও ৩ piece.. 0 out of 10,0
"অর্ডার করেছিলাম চিকেন বডি কাবাব দিয়েছে চিকেন গ্রিল, রয়েল কাবাব পাসলাইশ প্রায় ভুল করে।",0
খানকি মাগির পুলার নষ্ট পচা বাসি খাবার ডেলিভারি দেয় আর ফুডপান্ডাকে আভিযোগ জানানোর কোন ওয়ে নাই? রিটার্ন করার কোন ওয়ে নাই? তাদের কাজ শুধ ডেলিভারি দেওয়া??,0
ডিম দেয়ার কথা ছিল ডিম দেয় নি টেস্ট একদম ভাল না Rating : 10/02,0
"এইভাবে নষ্ট খাবার বিক্রি না করে, রাস্তায় ভিক্ষা করেন at least হালাল উপার্জন হবে. আজকে ২টা chicken polaw অর্ডার করছিলাম, সম্পূর্ন খাবার নষ্ট ছিল",0
প্রাইস অনুযায়ী মোটামুটি,1
মাদারচোদ কাবাব সব বাশি খাবার,0
খানকির পোলার দম বিরিয়ানির নামে হেডার বিরিয়ানি দিছে বাসি বিরিয়ানি দিছে। আর পচা গন্ধ।কেউ ভুলে ও অর্ডার করবেন না😡,0
হোল চিকেন উইথ পোলাও এ মাংস খুভ বেশি ভেজে শক্ত করে ফেলেছে।ওভারঅল খাবার ভালো লাগলো,1
খুবিই ভালো ছিলো গরম গরম। স্বাদেও খুব ভালো ছিলো,1
"আলহামদুলিল্লাহ, খুব ভালো লাগছে, নতুন একটা টেস্ট পেয়েছি, আর ওনাদের ব্যবহার খুব ভাল লেগেছে,",1
"পুরাই বাজে,, দম বিরিয়ানি অর্ডার করেছিলাম বাসি খাবার দিছে।",0
ভাতের পরিমান খুবই কম ছিল,0
"good... বাট, পরিমাণটা আরেকটু বাড়ানো উচিত",1
মাংসের পরিমান খুব ই খুব ই কম,0
ফালতু কোনো টেস্ট নাই,0
মোটামুটি,1
স্বাদ একেবারে বাজে,0
অসাধারন রান্না...মা এর কথা মনে পড়ে যায় প্রতিবার...,1
প্যাকেট ধরার জন্য গ্লাবস দরকার ছিলো। এতো তেল কিভাবে প্যাকেটে থাকে,0
"আমি অর্ডার করেছিলাম buy 1 get 1, ১২"" পিজ্জার সাথে ফ্রী ৬"" পিজ্জা টা দেয় নি, রিপোর্ট করার পর ৫০ টাকা রিফান্ড করতে চায়, ৬"" পিজ্জার দাম ৫০ টাক!!!!?, আর পিজ্জার ক্রাস্ট খুব পাতলা, টেস্ট গড়পড়তা, সময় বেশী নেয় অনেক",0
ভালো মানের খাওয়ার এবং ভালো সারর্ভিস।,1
একটা আইটেম (সিংগাড়া) দেয়নাই।,0
Very bad..বাসি খাবার ছিল,0
মাশা আল্লাহ খাওয়ার জোস ছিলো 😍,1
২০০ টাকায় কি এক কোয়ার্টার?,0
মেজবানি গোস্তের বদলে মেজবানি গোস্তের তেল দিসে,0
"বাসি গন্ধ খাবার দিয়েছে, আর অডার করব না। চরম বাজে খাবার ছিলো।",0
"জর্দার মধ্যে কোনো কিছুর ঝোল লেগে ছিল, হালকা ঝাল ছিল। ধনিয়া পাতা ছিল।",0
খুবই বাজে হইছে,0
😡😡,0
বাসী খাবার,0
মাংস এত শক্ত হয় কাচ্চিতে জিবনে দেখি নাই,0
বাসি ও স্বাদহীন খাবার। এইবার নিয়ে তিন তিন বারের তিক্ত অভিজ্ঞতা।,0
ভাল লেগেছিল।,1
গতকাল ভাল লেগেছিল তাই আজ আরও বেশি পরিমাণে অর্ডার দিলাম। কিন্ত গতকাল এর মত হলো না। আশা করছি আগামীতে ভাল হবে।,1
দারুণ সিঙ্গারা ।,1
৩ টাকা দামের গরম গরম সিংগাড়া বেশ ভাল লেগেছে।,1
"প্রথম প্রথম ভালো ছিলো,বর্তমানে খাবারের মান ভালো না,এবং পরিমাণ একটা বললে দেয় আর একটা",0
পুরাই ফালতু,0
চিকেন কম ছিলো।,0
কাস্টমার কে নষ্ট খাবার প্রভোইট করে😡,0
👎,0
" অর্ডার দিয়েছি ১টা,দিল অন্যটা। খাবার এত বাসি ছিল যে মুখে নিতে পারিনি। আর অর্ডার করবো না। ঠকালো🙂",0
ভেলপুরি দুই তিনটা কম ছিল,0
"পানিপুরি আর ফুচকা কোনোটারই টেস্ট ভালো লাগেনি,টপিং এর যে ডাবলিটা একদম শক্ত ছিলো আর সাথে ফ্রিজের ঠান্ডা টক দিয়েছে৷ পার্সোনালি আমি সাজেস্ট করি না।",0
ছিঃ একদম জঘন্য খাবার ছিলো 🤮,0
বেশি ছোট ফ্রাইস গুলো,0
ভালো না,0
পরিমাণে অনেক কম দিয়েছে।টাকা তো টিকি নিল,0
ফুসকা চুপসানো ছিল,0
খাবার অর্ডার করছি ৪.৩০ এ। বাসায় খাবার আসছে ৬.৩০ এ। খাবার তো আর খাবার থাকনা। বিফ বিরানী তে মাংস ছিল ২ পিচ। জিলাপিতে চিনি জমে গেছে।,0
প্রোডাক্ট কম ছিল!!,0
মাংসের ও ভাতের পরিমান কম বাড়ানো উচিৎ।,0
"ক্যন্ডি নাম সবার মুখে শুনেছি,কিন্তুু খাবার পরিমানে কম,বিরানির সাথে মাংস দিসে এক পিস,নবন হয়নাই,,চিকেন রোলে শরিসা দিয়ে রাখসে ফালতু,আরো ভালো করেন,",0
খুব বাজে অভিজ্ঞতা হয়েছে। ক্যসুনাট সালাড অর্ডার দিয়েছিলাম কিন্তু লবন এত বেশী ছিল যে খাওয়ার অনুপযোগী।,0
পানি মিশানো ছিলো আমি ২ ফালুদা order করেছি ডেলিভারি মানুষ ফালুদা খেয়ে পানি মিশিয়ে এনেছে এসব কেমন কথা,0
অতিরিক্ত বাজে,0
স্পেশাল বিরিয়ানি আর চিকেন বিরিয়ানি মধ্যে পার্থক্য কি??২ টা বিরিয়ানিই একইরকম ছিল শুধুমাত্র স্পেশালে আলাদা একটা চিকেন মাসালা ছিল।তবে খাবারের টেস্ট ভালো ছিল।,0
সবার উচিত তাদের চিকেন টেস্ট করা,1
সব সময় মানুষকে এইভাবে ভালো খাবার এবং সুস্বাদু খাবার দিয়ে যাবেন,1
বেস্ট এক কথায় অসাধারণ,1
সরিষা তেহরি টা টেস্ট ভালই ছিল। তবে তেলের পরিমান আরেকটু কম হলে আরো ভাল হত।,1
১০ টি পরোটা অর্ডার করেছিলাম। কিন্তু ১০ টি দেয় নি,0
খাবার খুব খারাপ।আমি তেহেরি নিলাম ১৫০ টাকার কিন্তু মাংস ছিল শুধু ১টা ১ইঞ্চির মতো।ভাই আপনারা এমন প্রতারণা কেন করছেন।আল্লাহ আপনাদের উচিত জবাব দিবে।,0
"এত বাজে খাবার।আমি লাইফ এ খাই নাই।ডেক্সি বাড়ির মত রেস্টুরেন্টে থেকে এটা কাম্য নয়। না ছিল রাইস এর মজা,না ছিলো মাংস।মাংসের টেস্ট এর মান ও খারাপ।লজ্জা থাকা দরকার টাকা নিয়েও যদি এমন খাবার দেন।পেকেট ও ছিলো অন্য ব্রেন্ড এর নামে।",0
ফুচকা প্লেটার ভালো ছিলো। কিন্তু খাবারের দোকান বা ফুডপান্ডা ডেলিভারী বয়ের মিস হ্যান্ডেলিং এর জন্য প্যাকেট থেকে খাবার বের হয়ে ভিতরে অবস্থা করুণ ছিলো-যা মোটেই কাম্য নয়। ঠিকানা পরিপূর্ণভাবে লিখে দেয়ার পরও ডেলিভারী ম্যানরা জায়গা চিনেনা। দয়া করে WELL TRAINED UP করে চালককে রাস্তায় নামাবেন। ধন্যবাদ।,1
খুব ভালো।,1
সব ফুচকা ফুতা ফুতা হয়ে গিয়েছিল। পুরাই বাজে ছিল। চটপটি ঠিক ছিল।,0
"কি ফালতু এক রাইডার পেয়েছিলাম,আল্লাহ! এসব রাইডারের কারণে ফুড পান্ডার বদনাম হয়ে যাবে। তবে এদের খাবার ভাল",1
ফুচকা চটপটির পরিমান অনেক কম ছিল। এটা বাড়ায় দেওয়া উচিত,0
টপিং আরো বেশী দেয়া উচিত ছিল।,0
"মিডিয়াম সাইজ চিজি পিজ্জা অর্ডার করেছিলাম,টেস্ট,ডেলিভারি টাইমিং ঠিকই আছে,কিন্তু বুঝলাম না নতুন করে প্রতিটা ক্ষেত্রে ফুডপান্ডার ভ্যাট যুক্ত করার মানেটা কি?দেখা যায় ডিস্কাউন্ট করে ভ্যাট+পিজ্জাবক্স+ডেলিভারি চার্জ মিলিয়ে অরিজিনাল প্রাইসই বা অনেক সময় এর চেয়ে বেশিও চলে আসে।",1
"চিকেন মাসালা অর্ডার করেছিলাম, তারা ঝোল দিয়ে রান্না করা মুরগীর মাংস পাঠিয়েছে! দোষ রাইডারের না রেস্টুরেন্টের জানি না, তবে মেজাজ কতটা খারাপ হয়েছে প্যাকেট খোলার পর আশা করি বুঝতে পারছেন। জঘন্য অভিজ্ঞতা।",0
খাবার ভাল ছিল। কিন্তু ডেলিভারীর সময় একদম বাজে ! দুপুরের খাবার রাতে খাওয়া যাবে। টাইমলিনেস বলতে কোন ধারণা নেই।,1
খিচুড়ির ডালগুলা একেবারেই সিদ্ধ হয় নাই। শক্ত শক্ত ছিল।,0
"খিচুড়ি খুব মজার ছিল কিন্তু চিকেন ছিল একদম কাচা ভিতরে, খেতে পারিনি ফেলে দিয়েছি। হতাশ হয়েছি খুব, পরিমানে ভালই ছিল",0
"চাউমিনটা ভালো ছিল। এপ রিভিউ দেখে কনফিউজড ছিলাম, কোয়ালিটি কেমন হবে। ধন্যবাদ মজাদার চাউমিন দেওয়ার জন্য। ২৯০ টাকা হিসাবে বক্স ছোট।",1
বাজে ছিল । পেকেটে পিজা দলা করে ডেলিভারী দিয়েছে। নান রুটির মত পিজা। এ সব পিজা নামে ব্যবসা করা ঠিক না।,0
আমি আজ সন্ধ্যায় এক হাজার টাকা দামের একটা পিৎজা অর্ডার করেছিলাম।ঐ পিৎজায়এত বেশী মরিচের গুড়া ব্যবহার করা হয়েছে যে বাসার ছোট ছেলে মেয়েরা খেতেই পারে নাই।খুবই দুঃখ লাগল।,0
আলহামদুলিল্লাহ খাবার অনেক ভালো ছিলো ।,1
সব খাবার গরম এবং ভাল ছিল। একটু সময় নেয় ভেলিভারি দিতে। কিন্তু খাবার খেয়ে ভাল লাগছে।,1
ফালতু ছিল,0
"খারাপ, পোড়া নান রুটি দিছে আমাকে",0
খারাপ না,1
মুগ ডাল ও সুজি টা ভাল লাগে নি,0
"ডেইলি খাবার ব্যাকাপ দিচ্ছে, সেই স্বাদ খাবারের",1
"খাবার পুরাই ফালতু ছিল, মনে হচ্ছিল বাশী খাবার খাচ্ছি",0
"ফালতু কাচ্চি, সস দিয়ে ভর্তি খাবার",0
"অস্থির ছিল আজকের কাচ্চি টা, থ্যাংক ইউ সুলতান ডাইন্স",1
হাড্ডি বেশী ছিল কিন্তু টেস্ট জোশ,1
"খাসির মাংসে কোন স্বাদ ছিলো না। কতোদিন যে খাসির মাংসগুলো ফ্রিজে ছিলো কে জানে!!! সুলতান ডাইনস থেকে এমনটা আশা করি না। আশা করি, মাংসের কোয়ালিটির দিকে পরবর্তীতে খেয়াল রাখবে।",0
আরেকটু হলে ভাল হোতো কিন্তু টেস্ট জোশ ছিল,1
"আরেক্টূ ভাজা হইলে টেস্ট হতো, খুব বেশি টেস্ট ছিল",1
খুব বাজে,0
একদম মজা নাই,0
"এত ফালতু খিচুড়ি জীবনে খাই নি, প্লিজ সবাই এসব ফালতু রেস্টুরেন্ট থেকে অর্ডার করবেন না, সল্ট নাই, রাইস কম, মাংস সিদ্ধ হয় নাই",0
সল্ট এক্টূ কম ছিল কিন্তু অস্থির স্বাদ ছিল,1
চিকেন চাপ টা খুব ভাল,1
"খুব বাজে খাবার, পাথর পাইছি খাবার থেকে",0
ফালতু দম বিরিয়ানি,0
স্যান্ডুইচ টা ভাল ছিল কিন্তু আরেক্টূ সস দিলে ভাল হোতো,1
খুব বাজে ছিল চুই ঝাল টা,0
"এত বাজে খাবার জীবনে খাওয়া হয় নি আমার। খাওয়ার পর আমার সিক ফিল হচ্ছে, এত কম দেয়ার পরেও আমার ওয়েস্ট করতে হইছে",0
"খুব ফালতু, চিকেনের মধ্যে মুরগির আশ",0
বিস্টুক টা ভালই তবে বাকরখানি টা ভাল হওয়া দরকার,1
"আলুর চপ টা বাজে ছিল, ইম্প্রুভ করেন আপনাদের সার্ভিস",0
"খুবই টেস্টি, আরেকটু ঝাল হলে আরো ভাল হতো, নেক্সটে অর্ডার করব আবার ইনশাল্লাহ",1
"হায়দ্রাবাদি বিরিয়ানি তে ২ পিস মাটনে পুরাই হাড্ডি, মনে হলো টাকা দিয়ে হাড্ডি কিনে খেলাম",0
"খাবার অমৃত ছিল, কোয়ান্টিটী দাম অনুযায়ী আরেক্টূ হলে ভাল হতো",1
"বিয়ে বাড়ির প্ল্যাটার অর্ডার করেছিলাম, ভেজিটেবল পুরাই কাচা, মাংসের পিসও ছোট ছিল",0
অনেক তেল ছিল হায়দ্রাবাদি বিরিয়ানি তে,0
"আরেকটু বাড়িয়ে দিলে ভাল হতো, এছাটা সব ঠিক ঠাক",1
"বাজে, আর কোনো দিন অর্ডার করবো না",0
অর্ডার করেছি চিকেন বিরিয়ানি দিয়েছে সাদা ভাত আর চিকেন,0
"না খাইলে বুঝবেন না এত টেস্ট, কম প্রাইসে অনেক ভাল খাবার",1
"বিরিয়ানি টা এত বাজে যে এত বাজে বিরিয়ানি কখনো খাই নি, এত লবন ছিল যে খাওয়া উপযোগি ছিল না",0
আমি চেয়েছি ২৮ টা ডাল পুড়ি কিন্তু দিয়েছে ২০ টা। স্বাদ ভাল ছিল,1
ফালতু খাবার টাকা নস্ট,0
আজকের কাচ্চি টা গত দিনের চেয়ে ভাল ছিল,1
ফালতু একটা সস দিছে চিকেন ফ্রাই এর সাথে,0
শর্মার নামে চিকেন দিয়ে পাটীসাপটা বানায় দিছে,0
"চটপটী টা ভাল ছিল, অনেক মজা",1
"এত খারাপ হায়দ্রাবাদি বিরিয়ানি জীবনে খাই নি, ব্যাড স্মেল। ছিহঃ",0
"যেটা অর্ডার করেছি সেটা পাই নি, দিয়েছে আরেকটা",0
খাবার এত ওয়েলি ছিল যে অর্ধেক ফেলে দিতে হইছে,0
মনে হইল চিকেন ছাড়া চিকেন বিরিয়ানি খাইলাম,0
"বিফ তেহারি টা ভাল ছিল না, তেল ছিল খুব আর মাংস কম",0
ভাত কম পেয়েছি কিন্তু স্বাদ ছিল,1
একখানকার ভাজি টা ভাল লাগছে পরোটার সাথে।,1
আমার খাওয়া চট্টগ্রামের সবচেয়ে বাজে শর্মা,0
"এত বাজে ছিল! বার্গার টা ঠান্ডা হয়ে গেছে, মজাও লাগে নাই",0
শর্মা টা ভাল ছিল,1
"থার্ড ক্লাস, বাশি, কতদিনের বানানো আল্লাহ জানে",0
"ভালই, খারাপ না",1
দুইটা বটী কাবাব অর্ডার করেছি। কোয়ান্টিটী ভাল ছিল,1
"খাবার টা মজা ছিল, টেস্টি সালাদ ছিল",1
"জঘন্য খাবার, শক্ত কাবাব দিছে",0
"পরোটা গুলা ভাল কিন্তু চিকেনের পরিমান বেশী দেয়া উচিত ছিল, যাই হোক মোটামুটি",1
বাজে ফুড। পচা খাবার দিছে,0
টেস্ট ভাল লেগেছে কিন্তু কোয়ান্টিটি কম,1
অনেক মজা ছিল খাবারগুলা,1
চিকেনে সাইজগুলা বড় ছিল,1
"পুরাই বাজে ছিল, চিকেনের পরিমান কম",0
"অন্য দিনের থেকে টেস্ট ডিফারেন্ট ছিল আর ওরেগানো বেশি দিয়ে দিছিল, তাই তিতা বেশি লাগছে।",0
চিকেন ফ্রাই টা ভাল লাগছে,1
"ভাল ছিল, আঁচার টা জন্য খুব টেস্ট লাগছে",1
প্রিভিয়াস অর্ডারের থেকে ভাল লাগছে কিন্তু মমো সস কম দিয়েছে,1
খাবার কম ছিল কিন্তু টেস্ট টা জোছ,1
"খাবার টা অনেক খারাপ ছিল, ওর্স্ট",0
এই খাবারটা ৬০ টাকা কিভাবে হয়! কস্ট করে বাইরে গেলে ১৫ টাকা তেই হয়ে যায়,0
লুচি আর তারকা ডাল টা জাস্ট ফাটাফাটি। অসাধারণ,1
"খুবি খারাপ ছিল খাবার টা, তেল এ ভরা ছিল। মাংসের পিসও কম দিয়েছে",0
"দুইবার চিকেন অর্ডার করেছি, ছোট পিস দিয়েছে",0
খাবারের টেস্ট ভাল ছিল না। টাকা নস্ট,0
ওরা এসব খাবারের নামে মানুষকে ঠকাচ্ছে,0
"পুরাই ফালতু, কাচ্চির বদলে পোলাও আর এক পিস আলু দিয়েছে শুধু",0
মাটন কাচ্চি অর্ডার করেছি কিন্তু বিফ কাচ্চি দিয়েছে। তবে টেস্ট ছিল,1
"ফালতু কাচ্চি, আলু সিদ্ধ হয় নাই, মাংসের পিস ছোট",0
"কাচ্চিটা ঠান্ডা ছিল, নিচ থেকে দেয়া হইছে, ওয়েলি ছিল",0
"রেশমি জিলাপি অর্ডার করেছি, কিন্তু মোটা জিলাপি দিয়েছে। টেস্ট ভাল ছিল",1
দাম হিসেবে হালিম টা মজার ছিল,1
"টাকি মাছ ভর্তা অর্ডার করেছি, আলু ভর্তা ধরায় দিছে। বাকি সব ঠিক আছে মোটা মুটি",1
পরোটা নস্ট ছিল,0
বুটের ডালের বদলে ডাল-ভাজি দিয়েছে। স্বাদ ভাল ছিল,1
"অর্ডার করেছি খিচুরি, দিয়েছে পোলাও",0
আজকের টেস্ট টা ভাল ছিল,1
রুটী টা ভাল ছিল কিন্তু চিকেন টা আরেকটু ভাল হলে বেটার ছিল,1
"কখাবার ভাল তাই সব সময় অর্ডার করি, বিশেষকরে বিফ চাপ টা অস্থির",1
খাবারের পরিমান অনেক কম ছিল,0
বেশ ভাল তবে রাইস আরো দিলে ভাল হতো,1
"বিফ বিরিয়ানি অর্ডার করেছিলাম, বিফ এর বদলে মাটন বিরিয়ানি দিয়েছে",0
"ফালতু কাচ্চি ছিল, মিট টা নিয়ে সন্দেহ হয়, আসলে কিসের মাংস ছিল এটা",0
"মোটামুটি ভাল, রোস্টে মশলা বেশী ছিল আর মাংসের পিস বেশ বড় ছিল। রিকমেন্ডেড",1
খাবারে গন্ধ ছিল,0
"বিফ তেহারি একদম গন্ধ হয়ে গেছিল, কিভাবে এই গন্ধ তেহারি দিতে পারল",1
"কাচ্চিতে না ছিল আলু, না ছিল মাংস, ছিল হাড্ডির উপর একটা চামড়া, ফালতু,",0
খাবার অনেক মজা ছিল কিন্তু আরেকটু বেশী করে সার্ভ করলে ভাল হতো,1
কম দিছে,0
"খারাপ না, ট্রাই করে দেখতে পারেন",1
"এরকম চুই ঝাল আমি জীবনে খাই নি। মশলা, মাংসের পিস সব ঠিকঠাক ছিল",1
অনেক মজার মিস্টি,1
"বাজে খাবার, প্রাইজ বেশী কিন্তু ফুড এর পরিমান অনেক কম।",0
আমার কাছে ভালই লেগেছে। প্রাইজ হিসেবে ভাল। আসলে টেস্ট একেকজনের কাছে একেকরকম। তবে আহামরি কিছু না,1
সাইজ অনেক বেশি ছোট ছিল কিন্তু টেস্ট ভাল ছিল,1
"একদম বাজে, এত ছোট যে আমরা দুইজন খাইতে পারি নাই",0
"ঠান্ডা বাসি খাবার, দেড়ি হইছে অনেক",0
"এত বাজে খাবার জীবনে খাই নাই, স্যান্ডুইচে কি দিছেন? কেউ অর্ডার করবেন না",0
"ফালতু একটা খাবার ছিল, এরকম ফালতু পাস্তা খাই নি কোনোদিন",0
স্পেশাল পাতিল বিরিয়ানি না জোশ ছিল,1
ডাফ ইউজ করলে পিজ্জা টা জোশ হইত,0
"একদম ঠান্ডা, কোনো মজা পাইলাম না, চিকেন কম ছিল কিন্তু রেস্টুরেন্টে গিয়ে যখন খেয়েছি তখন কম বেশী দিয়েছিল",0
"রেস্টুরেস্টে খাবার গুলা বেশি গোছানো ছিল, নাইস টেস্ট",1
"গতকাল শুটকি ভর্তা খেয়েছিলাম, খুব ঝাল",0
ফুসকার কোয়ালিটি ভাল ছিল,1
সব ঠিক ঠাক ছিল,1
ছোলা ভাটুরা টা ভাল ছিল না। টাকা টাই নস্ট,0
"মোমোটা বেশ মজার ছিল, কিন্তু ফালুদাটা আরো ভাল হওয়া উচিত ছিল",1
এক কথায় অসাধারণ। আমার খাওয়া বেস্ট চিকেন বিরিয়ানি,1
দাম হিসেবে কোয়ান্টিটী কম ছিল কিন্তু বাকি সব মোটা মুটি ঠিক ঠাক,1
আলু মনে হয় বেশী এক্সপেন্সিভ হয়ে গেছে,0
"টেস্ট ভাল ছিল, কিন্তু আগের জিলাপির মত টেস্ট ছিল না",0
"চলে আরকি, ১০০ টাকায় এর চেয়ে ভাল কি আর আশা করা যায়",1
"একদম ফালতু, ভাই আগে রান্না শিখুন তারপর মাঠে নামিয়েন",0
ঠান্ডা হইয়ে গেছিল,0
"সবচেয়ে বাজে, ফালতু, থার্ডক্লাস",0
মোটামুটি ভালই কিন্তু প্রাইস হিসেবে চিকেন টা আরেক্টূ জুসি হলে ভাল লাগত।,1
"আমি প্রায়ই খাই বার্গারটা, খুব ভাল",1
খুবি বাজে ফুড,0
ছিল মোটামুটি,1
"খুবি বাজে, খাবার মান অনুযায়ী দাম খুবি বেশী। এর চেয়ে রাস্তার ২০ টাকার ভেল্পুরিও অনেক ভাল",0
"খাবার ভাল ছিল না, আমি খুব আনহ্যাপি",0
ওদের ভেল্পুরি টা বেস্ট,1
"কোয়ান্টিটি অনেক কম ছিল, এছাড়া জোছ",1
"বাসি খাবার ধরায় দিছে, জীবনে ভাবতে পারি নি এই রেস্টুরেস্ট বাসি খাবার ধরায় দিবে",0
"প্রথম প্রথম ভাল সার্ভিস ছিল, এখন সার্ভিস আগের মত না",0
"দিন দিন ওরস্ট হয়ে যাচ্ছে খাবারের টেস্ট, এত ভাল রেস্টুরেন্টের টেস্ট এত বাজে হবে ভাবতে পারি নি",0
"বিরিয়ানি না গরম ছিল না, রাইসে অনেক তেল ছিল",0
এটা ৫০০ টাকার খাবার না,0
এত বাজে চটপটি কোনোদিন খাই নি আমি। রিভিউ দেয়ার কোনো ইচ্ছা আমার ছিল না,0
ফুচকা গুলা বেশি ভাল ছিল আগের দিনের তুলনায়।,1
"সালাদ দেয় নি, বাকি সব মোটামুটি ঠিকঠাক",1
"মেনশন করে দেয়া হয়েছে চিকেন ব্রেস্ট পিস দেয়ার জন্য, চিকেন লেগ পিস দিয়েছে",0
খুবি খারাপ আর খাবার লেট এ আসছে,0
"পুরাই ফালতু, টক টক লাগতেছিল। নস্ট পিজ্জা দিয়েছে",0
"খুবি খারাপ এক্সপিরিয়েন্স, ভর্তাটা ওর্স্ট ছিল একদম, শুটকি ভর্তাতে শুটকি খুজে পাওয়া যায় না",0
সব ভালই শুধু রাইস টা বাড়ায় দিলে ভাল হবে,1
ভর্তাগুলা মজার ছিল,1
হলুদ আর টেস্টিং সল্ট দিয়ে খিচুরি বানায় নাম দিছে বিফ আকনি! একদম বাজে,0
খুব খুব খুব ভাল ছিল,1
অনেকদিন ধরে আপনারা সোডা লেমনেটের জায়গায় শুধু লেমনেট দিচ্ছেন,0
সল্ট বেশি ছিল আর রাইস আর চিকেন বেশি দিলে ভাল হতো,0
চাইনিজ ভেজিটেবল টা মোটামুটি লেগেছে,1
ভাল ছিল কিন্তু ঠান্ডা খাবার পাইছি,1
ওলওয়েজ কি বাজে খাবার দেয়া লাগবে!কোনো দিন তো ভাল খাবার দিন,0
"একদম বাজে এক্সপিরিয়েন্স হইছে, আমি জিবনেও এত বাজে খাবার খাই নি",0
খিচুরি টা ভাল ছিল,1
"স্পেশাল চটপটী টা ভাল ছিল, আবার অর্ডার করব",1
"স্পেশাল ঝাল মুড়ী টা ভাল ছিল, প্যাকেজিং দারুন ছিল, ফুড গুলো অনেক ভাল ভাবে রান্না করা ছিল",1
খাবারটা এক কথা আগুন,1
"একদম ভাল না, ওয়েস্ট অফ মানি",0
অনেক মজার খিচুরি,1
তেমন ভাল না,0
"ফালতু খাবার, চিট করা হইছে",0
"আলহামদুলিল্লাহ, গ্রেট",1
বার্গারটা ভাল কিন্তু পেপারনিটা মিসিং ছিল,1
ভাল কিন্তু একটু বেশি মনে হইছে,1
"একদম পায়খানার মত টেস্ট, এত টেস্টলেস খাবার কোনোদিন খাই নি",0
"ফুড অনেক খারাপ ছিল, কোনো খাবার টেস্টি ছিল না",0
একদম বাজে,0
"সালা হারামখোড়, বিফ বিরিয়ানিতে ২ পিস বিফ দিছে, ডিমের কথা আর বললাম না",0
"খুব ফালতু, ওরা যায় দেখায়, তার কিছুই দেয় না",0
"খুব খারাপ কোয়ালিটির পরোটা দিছে , প্যাকেজিং ও বাজে ছিল",0
"ভর্তা দেয়ার আগে একবার টেস্ট করা উচিত যে ভার্তা ভাল আছে না খারাপ, একদম বাজে",0
"মুরগির পিস টা একদম ছোট, প্রাইজের সাথে এটা যায় না",0
"ভাতের পরিমান খুব কম, সালাদ দেয় নাই, এগুলোর উপর কাজ করা উচিত",0
চাইনিজ ভেজিটেবল টা মিস্টি মিস্টি লেগেছে,1
"চটপটি টা খুব ঝাল ছিল, স্বাদ মোটামুটি, আমার ভাল লাগছে",1
মোটামুটী যা যা নিছি সবই মজার ছিল,1
"বলার কিছু নাই, ওয়েস্ট অফ মানি",0
ফুচকা ভাল লাগে নাই,0
ডাল্পুড়ী টা ভাল লেগেছে,1
"মুরগি ভেজে রান্না করলে ভাল হতো, একটু কাচা কাচা লাগছে এছাড়া মজার ছিল",1
"ভাল ছিল, পয়সা উসুল",1
"চিকেনের সাইজ টা আরেকটু বড় হলে ভাল হতো, এছাড়া মোটামুটি সব",1
অনেক বাজে ছিল,0
"বাসি খাবার, কোয়ান্টীটি অনেক কম",0
"পরটা গুলা আগের, চিকেন গুলাও ফ্রেশ না",0
কাবাব গুলা বেশ শক্ত ছিল;,0
"দুইটা বটি কাবাব অর্ডার করেছি , কোয়ান্টিটি খুব ভাল ছিল",1
পচা খাবার দিছে বিরিয়ানি খাওয়ার উপযোগী ছিল না তাই খাবার ফেলে দিতে হইছে,0
"কাচ্চি পুরাই ফালতু ছিলো। খাওয়ার অযোগ্য, মনে হচ্ছিলো গান্ধা বাসি জিনিস দিয়ে দিছে। আমি আগেও কয়েকবার ওর্ডার করেছিলাম, আগের গুলা ভালোই ছিলো বাট এইবার পুরাই হতাশ! রাত ১০ টার দিকে অর্ডার না করাই ভালো। নেগেটিভ রেটিং থাকলে দিতাম। ১*",0
"তেমন ভালো না, ভাতটা ওকে কিন্তু মাংস মোটেও তেমন ভালো না।",0
শাহী মোরগ পোলাও দামটা বেশী। সেই তুলনায় কোন স্পেশালিটি নাই,0
